province;red;green;blue;x;x
7051;200;200;81;Volterra;x
7052;200;200;156;AlbaPiedmont;x
7053;200;200;236;Finale;x
7054;200;200;31;Oneglia;x
7055;200;200;106;LaSpezia;x
7056;200;200;181;MonacoVentimiglia;x
7057;200;200;56;Piacenza;x
7058;200;200;131;Alessandria;x
7059;200;200;206;Fivizzano;x
7060;100;100;5;Bobbio;x
7061;100;100;80;Acqui;x
7062;100;100;155;Ceva;x
7063;100;100;235;Mondovi;x
7064;100;100;30;Tende;x
7065;100;100;105;Chivasso;x
7066;100;100;180;Chieri;x
7067;100;100;55;ReggioEmilia;x
7068;100;100;130;CorreggioGuastalla;x
7069;100;100;205;UNUSED;###
7070;200;200;5;Asti;x
7071;200;200;80;Pinerolo;x
7072;200;200;155;Ivrea;x
7073;200;200;235;UNUSED;###
7074;200;200;30;UNUSED;###
7075;200;200;105;Vercelli;x
7076;200;200;180;Chioggia;x
7077;200;200;55;UNUSED;###
7078;200;200;130;Lodi;x
7079;200;200;205;Biella;x
7080;100;100;4;Ossola;x
7081;100;100;79;Polesine;x
7082;100;100;154;Pazin;x
7083;100;100;234;ValCamonica;x
7084;100;100;29;Lagarina;x
7085;100;100;104;Vicenza;x
7086;100;100;179;Pordenone;x
7087;100;100;54;Ceneda;x
7088;100;100;129;Cadore;x
7089;100;100;204;Feltre;x
7090;200;200;4;Rovigno;x
7091;200;200;79;Tolmino;x
7092;200;200;154;UNUSED;###
7093;200;200;234;Brixen;x
7094;200;200;29;Belluno;x
7095;200;200;104;Sulcis;x
7096;200;200;179;Udine;x
7097;200;200;54;Nuoro;x
7098;200;200;129;Tolmezzo;x
7099;200;200;204;Ogliastra;x
7100;100;100;3;Koroni;x
7101;100;100;78;Messenia;x
7102;100;100;153;Arcadia;x
7103;100;100;233;UNUSED;###
7104;100;100;28;UNUSED;###
7105;111;1;1;UNUSED;###
7106;100;100;178;Rettimo;x
7107;100;100;53;Sitia;x
7108;100;100;128;Neopatras;x
7109;100;100;203;Karystos;x
7110;200;200;3;Oreoi;x
7111;200;200;78;Boeotia;x
7112;200;200;153;Naupaktos;x
7113;200;200;233;ZetounionBodonitsa;x
7114;200;200;28;Salona;x
7115;200;200;103;Acarnania;x
7116;200;200;178;UNUSED;###
7117;200;200;53;Demetrias;x
7118;200;200;128;Pharsala;x
7119;200;200;203;UNUSED;###
7120;100;100;2;Chalkidiki;x
7121;100;100;77;UNUSED;###
7122;100;100;152;Veroia;x
7123;100;100;232;MacedonianEdessa;x
7124;100;100;27;ServiaKozani;x
7125;100;100;102;Lefkada;x
7126;100;100;177;Zakynthos;x
7127;100;100;52;Kavala;x
7128;100;100;127;Drama;x
7129;100;100;202;Xanthi;x
7130;200;200;2;Evros;x
7131;200;200;77;UNUSED;###
7132;200;200;152;Thesprotia;x
7133;200;200;232;Metsovo;x
7134;200;200;27;Ainos;x
7135;200;200;102;UNUSED;###
7136;200;200;177;Rhaidestos;x
7137;200;200;52;Selymbria;x
7138;200;200;127;Bizye;x
7139;200;200;202;Sozopolis;x
7140;100;100;1;Butrint;x
7141;100;100;76;Gjirokaster;x
7142;100;100;151;Korce;x
7143;100;100;231;CutProvinceFier;x
7144;100;100;26;Peshkopi;x
7145;100;100;101;UNUSED;###
7146;100;100;176;Prilep;x
7147;100;100;51;Kratovo;x
7148;100;100;126;Shtip;x
7149;100;100;201;Kopsis;x
7150;200;200;1;Kran;x
7151;200;200;76;Asenovgrad;x
7152;200;200;151;Ormenio;x
7153;200;200;231;UNUSED;###
7154;200;200;26;Karvuna;x
7155;200;200;101;Yambol;x
7156;200;200;176;SlivenKarnobatLozonets;x
7157;200;200;51;Ludogorie;x
7158;200;200;126;Shumen;x
7159;200;200;201;ChervenRuse;x
7160;50;50;25;UNUSED;###
7161;50;50;100;UNUSED;###
7162;50;50;175;UNUSED;###
7163;100;100;103;Monemvasia;x
7164;50;50;50;UNUSED;###
7165;50;50;125;UNUSED;###
7166;50;50;200;UNUSED;###
7167;50;50;75;UNUSED;###
7168;50;50;150;UNUSED;###
7169;50;50;225;UNUSED;###
7170;50;100;25;UNUSED;###
7171;50;100;100;UNUSED;###
7172;50;100;175;UNUSED;###
7173;50;100;250;UNUSED;###
7174;50;100;50;UNUSED;###
7175;50;100;125;UNUSED;###
7176;50;100;200;UNUSED;###
7177;50;100;75;UNUSED;###
7178;50;100;150;UNUSED;###
7179;50;100;225;UNUSED;###
7180;50;150;25;UNUSED;###
7181;50;150;100;UNUSED;###
7182;50;150;175;UNUSED;###
7183;50;150;250;UNUSED;###
7184;50;150;50;UNUSED;###
7185;50;150;125;UNUSED;###
7186;50;150;200;UNUSED;###
7187;50;150;75;UNUSED;###
7188;50;150;150;UNUSED;###
7189;50;150;225;UNUSED;###
7190;50;200;25;Cembalo;x
7191;50;200;100;Guzliev;x
7192;50;200;175;Solkhat;x
7193;112;1;1;Ichki;x
7194;50;200;50;Kinburn;x
7195;50;200;125;Ochakiv;x
7196;50;200;200;Ekaterinoslav;x
7197;50;200;75;Voznesensk;x
7198;50;200;150;KryvyiRih;x
7199;50;200;225;Kropyvnytskyi;x
7200;100;50;25;KyzylYar;x
7201;100;50;100;Mariupol;x
7202;100;50;175;Donetsk;x
7203;100;50;250;Taganrog;x
7204;100;50;50;Luhansk;x
7205;100;50;125;BelskaSloboda;x
7206;100;50;200;Uman;x
7207;100;50;75;Ostrog;x
7208;100;50;150;Medzhybizh;x
7209;100;50;225;Rybnytsia;x
7210;100;150;25;MedininkaiVarniai;x
7211;100;150;100;Wizajny;x
7212;100;150;175;Jubarkas;x
7213;100;150;250;Birzai;x
7214;100;150;50;Drysa;x
7215;100;150;125;Lepiel;x
7216;100;150;200;Braslaw;x
7217;100;150;75;Orsha;x
7218;100;150;150;Vileyka;x
7219;100;150;225;Myadzel;x
7220;150;50;25;Zaslawye;x
7221;150;50;100;Lahoysk;x
7222;150;50;175;Drutsk;x
7223;150;50;250;Vawkavytsk;x
7224;150;50;50;Slonim;x
7225;150;50;125;Mahilna;x
7226;150;50;200;KletskKapyl;x
7227;150;50;75;Byalynichy;x
7228;121;1;1;Olevsk;x
7229;150;50;225;Chavusy;x
7230;150;100;25;Kobryn;x
7231;150;100;100;Svisloch;x
7232;150;100;175;Luninets;x
7233;150;100;250;Pietrykaw;x
7234;150;100;50;Svietlahorsk;x
7235;150;100;125;Rahachow;x
7236;150;100;200;Rechytsa;x
7237;150;100;75;Brahin;x
7238;150;100;150;Krychaw;x
7239;150;100;225;YuriyevBilaTserka;x
7240;150;150;25;Chachersk;x
7241;150;150;100;Mazyr;x
7242;150;150;175;Chernobyl;x
7243;150;150;250;Ratne;x
7244;150;150;50;Stepan;x
7245;150;150;125;Dubrovytsia;x
7246;150;150;200;Vozvyahel;x
7247;150;150;75;UNUSED;###
7248;150;150;150;Sosnytsia;x
7249;150;150;225;Putyvl;x
7250;150;200;25;Boryspil;x
7251;122;1;1;Oleksandriia;x
7252;150;200;175;Hadyach;x
7253;150;200;250;KaminKashyrskyi;x
7254;150;200;50;Ushytsia;x
7255;150;200;125;Myrhorod;x
7256;150;200;200;Kremenchuk;x
7257;150;200;75;Samaraii;x
7258;150;200;150;Chuhuiv;x
7259;150;200;225;Korsun;x
7260;200;50;25;UNUSED;###
7261;200;50;100;UNUSED;###
7262;200;50;175;DrohiczynBielsk;x
7263;200;50;250;BialaPodlaskie;x
7264;200;50;50;Nur;x
7265;200;50;125;UNUSED;###
7266;200;50;200;Szczebrzeszyn;x
7267;200;50;75;Sanok;x
7268;200;50;150;Peremyl;x
7269;200;50;225;Rohatyn;x
7270;200;150;25;Sambir;x
7271;200;150;100;Terebovlia;x
7272;200;150;175;Zalishchysky;x
7273;200;150;250;Pokuttia;x
7274;200;150;50;Bukovina;x
7275;200;150;125;Khotyn;x
7276;200;150;200;Focsani;x
7277;200;150;75;Bender;x
7278;200;150;150;Moncastro;x
7279;200;150;225;Transdniestria;x
7280;4;4;86;UNUSED;###
7281;4;4;87;UNUSED;###
7282;4;4;88;UNUSED;###
7283;4;4;89;UNUSED;###
7284;4;4;90;UNUSED;###
7285;4;4;91;UNUSED;###
7286;4;4;92;UNUSED;###
7287;4;4;93;UNUSED;###
7288;4;4;94;UNUSED;###
7289;4;4;95;UNUSED;###
7290;4;4;96;UNUSED;###
7291;4;4;97;UNUSED;###
7292;4;4;98;UNUSED;###
7293;4;4;99;UNUSED;###
7294;4;4;100;UNUSED;###
7295;4;4;101;UNUSED;###
7296;4;4;102;UNUSED;###
7297;4;4;103;UNUSED;###
7298;4;4;104;UNUSED;###
7299;4;4;105;UNUSED;###
7300;4;4;106;UNUSED;###
7301;4;4;107;UNUSED;###
7302;4;4;108;UNUSED;###
7303;4;4;109;UNUSED;###
7304;4;4;110;UNUSED;###
7305;4;4;111;UNUSED;###
7306;4;4;112;UNUSED;###
7307;4;4;113;UNUSED;###
7308;4;4;114;UNUSED;###
7309;4;4;115;UNUSED;###
7310;4;4;116;UNUSED;###
7311;4;4;117;UNUSED;###
7312;4;4;118;UNUSED;###
7313;4;4;119;UNUSED;###
7314;4;4;120;UNUSED;###
7315;4;4;121;UNUSED;###
7316;4;4;122;UNUSED;###
7317;4;4;123;UNUSED;###
7318;4;4;124;UNUSED;###
7319;4;4;125;UNUSED;###
7320;4;4;126;UNUSED;###
7321;4;4;127;UNUSED;###
7322;4;4;128;UNUSED;###
7323;4;4;129;UNUSED;###
7324;4;4;130;UNUSED;###
7325;4;4;131;UNUSED;###
7326;4;4;132;UNUSED;###
7327;4;4;133;UNUSED;###
7328;4;4;134;UNUSED;###
7329;4;4;135;UNUSED;###
7330;4;4;136;UNUSED;###
7331;4;4;137;UNUSED;###
7332;4;4;138;UNUSED;###
7333;4;4;139;UNUSED;###
7334;4;4;140;UNUSED;###
7335;4;4;141;UNUSED;###
7336;4;4;142;UNUSED;###
7337;4;4;143;UNUSED;###
7338;4;4;144;UNUSED;###
7339;4;4;145;UNUSED;###
7340;4;4;146;UNUSED;###
7341;4;4;147;UNUSED;###
7342;4;4;148;UNUSED;###
7343;4;4;149;UNUSED;###
7344;4;4;150;UNUSED;###
7345;4;4;151;UNUSED;###
7346;4;4;152;UNUSED;###
7347;4;4;153;UNUSED;###
7348;4;4;154;UNUSED;###
7349;4;4;155;UNUSED;###
7350;4;4;156;UNUSED;###
7351;4;4;157;UNUSED;###
7352;4;4;158;UNUSED;###
7353;4;4;159;UNUSED;###
7354;4;4;160;UNUSED;###
7355;4;4;161;UNUSED;###
7356;4;4;162;UNUSED;###
7357;4;4;163;UNUSED;###
7358;4;4;164;UNUSED;###
7359;4;4;165;UNUSED;###
7360;4;4;166;UNUSED;###
7361;4;4;167;UNUSED;###
7362;4;4;168;UNUSED;###
7363;4;4;169;UNUSED;###
7364;4;4;170;UNUSED;###
7365;4;4;171;UNUSED;###
7366;4;4;172;UNUSED;###
7367;4;4;173;UNUSED;###
7368;4;4;174;UNUSED;###
7369;4;4;175;UNUSED;###
7370;4;4;176;UNUSED;###
7371;4;4;177;UNUSED;###
7372;4;4;178;UNUSED;###
7373;4;4;179;UNUSED;###
7374;4;4;180;UNUSED;###
7375;4;4;181;UNUSED;###
7376;4;4;182;UNUSED;###
7377;4;4;183;UNUSED;###
7378;4;4;184;UNUSED;###
7379;4;4;185;UNUSED;###
7380;4;4;186;UNUSED;###
7381;4;4;187;UNUSED;###
7382;4;4;188;UNUSED;###
7383;4;4;189;UNUSED;###
7384;4;4;190;UNUSED;###
7385;4;4;191;UNUSED;###
7386;4;4;192;UNUSED;###
7387;4;4;193;UNUSED;###
7388;4;4;194;UNUSED;###
7389;4;4;195;UNUSED;###
7390;4;3;196;UNUSED;###
7391;4;4;197;UNUSED;###
7392;4;4;198;UNUSED;###
7393;4;4;199;UNUSED;###
7394;4;4;200;UNUSED;###
7395;4;4;201;UNUSED;###
7396;4;4;202;UNUSED;###
7397;4;4;203;UNUSED;###
7398;4;4;204;UNUSED;###
7399;4;4;205;UNUSED;###
7400;4;5;106;UNUSED;###
7401;4;5;107;UNUSED;###
7402;4;5;108;UNUSED;###
7403;4;5;109;UNUSED;###
7404;4;5;110;UNUSED;###
7405;4;5;111;UNUSED;###
7406;4;5;112;UNUSED;###
7407;4;5;113;UNUSED;###
7408;4;5;114;UNUSED;###
7409;4;5;115;UNUSED;###
7410;4;5;116;UNUSED;###
7411;4;5;117;UNUSED;###
7412;4;5;118;UNUSED;###
7413;4;5;119;UNUSED;###
7414;4;5;120;UNUSED;###
7415;4;5;121;UNUSED;###
7416;4;5;122;UNUSED;###
7417;4;5;123;UNUSED;###
7418;4;5;124;UNUSED;###
7419;4;5;125;UNUSED;###
7420;4;5;126;UNUSED;###
7421;4;5;127;UNUSED;###
7422;4;5;128;UNUSED;###
7423;4;5;129;UNUSED;###
7424;4;5;130;UNUSED;###
7425;4;5;131;UNUSED;###
7426;4;5;132;UNUSED;###
7427;4;5;133;UNUSED;###
7428;4;5;134;UNUSED;###
7429;4;5;135;UNUSED;###
7430;4;5;136;UNUSED;###
7431;4;5;137;UNUSED;###
7432;4;5;138;UNUSED;###
7433;4;5;139;UNUSED;###
7434;4;5;140;UNUSED;###
7435;4;5;141;UNUSED;###
7436;4;5;142;UNUSED;###
7437;4;5;143;UNUSED;###
7438;4;5;144;UNUSED;###
7439;4;5;145;UNUSED;###
7440;4;5;146;UNUSED;###
7441;4;5;147;UNUSED;###
7442;4;5;148;UNUSED;###
7443;4;5;149;UNUSED;###
7444;4;5;150;UNUSED;###
7445;4;5;151;UNUSED;###
7446;4;5;152;UNUSED;###
7447;4;5;153;UNUSED;###
7448;4;5;154;UNUSED;###
7449;4;5;155;UNUSED;###
7450;4;5;156;UNUSED;###
7451;4;5;157;UNUSED;###
7452;4;5;158;UNUSED;###
7453;4;5;159;UNUSED;###
7454;4;5;160;UNUSED;###
7455;4;5;161;UNUSED;###
7456;4;5;162;UNUSED;###
7457;4;5;163;UNUSED;###
7458;4;5;164;UNUSED;###
7459;4;5;165;UNUSED;###
7460;4;5;166;UNUSED;###
7461;4;5;167;UNUSED;###
7462;4;5;168;UNUSED;###
7463;4;5;169;UNUSED;###
7464;4;5;170;UNUSED;###
7465;4;5;171;UNUSED;###
7466;4;5;172;UNUSED;###
7467;4;5;173;UNUSED;###
7468;4;5;174;UNUSED;###
7469;4;5;175;UNUSED;###
7470;4;5;176;UNUSED;###
7471;4;5;177;UNUSED;###
7472;4;5;178;UNUSED;###
7473;4;5;179;UNUSED;###
7474;4;5;180;UNUSED;###
7475;4;5;181;UNUSED;###
7476;4;5;182;UNUSED;###
7477;4;5;183;UNUSED;###
7478;4;5;184;UNUSED;###
7479;4;5;185;UNUSED;###
7480;4;5;186;UNUSED;###
7481;4;5;187;UNUSED;###
7482;4;5;188;UNUSED;###
7483;4;5;189;UNUSED;###
7484;4;5;190;UNUSED;###
7485;4;5;191;UNUSED;###
7486;4;5;192;UNUSED;###
7487;4;5;193;UNUSED;###
7488;4;5;194;UNUSED;###
7489;4;5;195;UNUSED;###
7490;4;5;196;UNUSED;###
7491;4;5;197;UNUSED;###
7492;4;5;198;UNUSED;###
7493;4;5;199;UNUSED;###
7494;4;5;200;UNUSED;###
7495;4;5;201;UNUSED;###
7496;4;5;202;UNUSED;###
7497;4;5;203;UNUSED;###
7498;4;5;204;UNUSED;###
7499;4;5;205;UNUSED;###
7500;5;5;106;UNUSED;###
7501;5;5;107;UNUSED;###
7502;5;5;108;UNUSED;###
7503;5;5;109;UNUSED;###
7504;5;5;110;UNUSED;###
7505;5;5;111;UNUSED;###
7506;5;5;112;UNUSED;###
7507;5;5;113;UNUSED;###
7508;5;5;114;UNUSED;###
7509;5;5;115;UNUSED;###
7510;5;5;116;UNUSED;###
7511;5;5;117;UNUSED;###
7512;5;5;118;UNUSED;###
7513;5;5;119;UNUSED;###
7514;5;5;120;UNUSED;###
7515;5;5;121;UNUSED;###
7516;5;5;122;UNUSED;###
7517;5;5;123;UNUSED;###
7518;5;5;124;UNUSED;###
7519;5;5;125;UNUSED;###
7520;5;5;126;UNUSED;###
7521;5;5;127;UNUSED;###
7522;5;5;128;UNUSED;###
7523;5;5;129;UNUSED;###
7524;5;5;130;UNUSED;###
7525;5;5;131;UNUSED;###
7526;5;5;132;UNUSED;###
7527;5;5;133;UNUSED;###
7528;5;5;134;UNUSED;###
7529;5;5;135;UNUSED;###
7530;5;5;136;UNUSED;###
7531;5;5;137;UNUSED;###
7532;5;5;138;UNUSED;###
7533;5;5;139;UNUSED;###
7534;5;5;140;UNUSED;###
7535;5;5;141;UNUSED;###
7536;5;5;142;UNUSED;###
7537;5;5;143;UNUSED;###
7538;5;5;144;UNUSED;###
7539;5;5;145;UNUSED;###
7540;5;5;146;UNUSED;###
7541;5;5;147;UNUSED;###
7542;5;5;148;UNUSED;###
7543;5;5;149;UNUSED;###
7544;5;5;150;UNUSED;###
7545;5;5;151;UNUSED;###
7546;5;5;152;UNUSED;###
7547;5;5;153;UNUSED;###
7548;5;5;154;UNUSED;###
7549;5;5;155;UNUSED;###
7550;5;5;156;UNUSED;###
7551;5;5;157;UNUSED;###
7552;5;5;158;UNUSED;###
7553;5;5;159;UNUSED;###
7554;5;5;160;UNUSED;###
7555;5;5;161;UNUSED;###
7556;5;5;162;UNUSED;###
7557;5;5;163;UNUSED;###
7558;5;5;164;UNUSED;###
7559;5;5;165;UNUSED;###
7560;5;5;166;UNUSED;###
7561;5;5;167;UNUSED;###
7562;5;5;168;UNUSED;###
7563;5;5;169;UNUSED;###
7564;5;5;170;UNUSED;###
7565;5;5;171;UNUSED;###
7566;5;5;172;UNUSED;###
7567;5;5;173;UNUSED;###
7568;5;5;174;UNUSED;###
7569;5;5;175;UNUSED;###
7570;5;5;176;UNUSED;###
7571;5;5;177;UNUSED;###
7572;5;5;178;UNUSED;###
7573;5;5;179;UNUSED;###
7574;5;5;180;UNUSED;###
7575;5;5;181;UNUSED;###
7576;5;5;182;UNUSED;###
7577;5;5;183;UNUSED;###
7578;5;5;184;UNUSED;###
7579;5;5;185;UNUSED;###
7580;5;5;186;UNUSED;###
7581;5;5;187;UNUSED;###
7582;5;5;188;UNUSED;###
7583;5;5;189;UNUSED;###
7584;5;5;190;UNUSED;###
7585;5;5;191;UNUSED;###
7586;5;5;192;UNUSED;###
7587;5;5;193;UNUSED;###
7588;5;5;194;UNUSED;###
7589;5;5;195;UNUSED;###
7590;5;5;196;UNUSED;###
7591;5;5;197;UNUSED;###
7592;5;5;198;UNUSED;###
7593;5;5;199;UNUSED;###
7594;5;4;200;UNUSED;###
7595;5;5;201;UNUSED;###
7596;5;5;202;UNUSED;###
7597;5;5;203;UNUSED;###
7598;5;5;204;UNUSED;###
7599;5;5;205;UNUSED;###
7600;6;6;106;UNUSED;###
7601;6;6;107;UNUSED;###
7602;6;6;108;UNUSED;###
7603;6;6;109;UNUSED;###
7604;6;6;110;UNUSED;###
7605;6;6;111;UNUSED;###
7606;6;6;112;UNUSED;###
7607;6;6;113;UNUSED;###
7608;6;6;114;UNUSED;###
7609;6;6;115;UNUSED;###
7610;6;6;116;UNUSED;###
7611;6;6;117;UNUSED;###
7612;6;6;118;UNUSED;###
7613;6;6;119;UNUSED;###
7614;6;6;120;UNUSED;###
7615;6;6;121;UNUSED;###
7616;6;6;122;UNUSED;###
7617;6;6;123;UNUSED;###
7618;6;6;124;UNUSED;###
7619;6;6;125;UNUSED;###
7620;6;6;126;UNUSED;###
7621;6;6;127;UNUSED;###
7622;6;6;128;UNUSED;###
7623;6;6;129;UNUSED;###
7624;6;6;130;UNUSED;###
7625;6;6;131;UNUSED;###
7626;6;6;132;UNUSED;###
7627;6;6;133;UNUSED;###
7628;6;6;134;UNUSED;###
7629;6;6;135;UNUSED;###
7630;6;6;136;UNUSED;###
7631;6;6;137;UNUSED;###
7632;6;6;138;UNUSED;###
7633;6;6;139;UNUSED;###
7634;6;6;140;UNUSED;###
7635;6;6;141;UNUSED;###
7636;6;6;142;UNUSED;###
7637;6;6;143;UNUSED;###
7638;6;6;144;UNUSED;###
7639;6;6;145;UNUSED;###
7640;6;6;146;UNUSED;###
7641;6;6;147;UNUSED;###
7642;6;6;148;UNUSED;###
7643;6;6;149;UNUSED;###
7644;6;6;150;UNUSED;###
7645;6;6;151;UNUSED;###
7646;6;6;152;UNUSED;###
7647;6;6;153;UNUSED;###
7648;6;6;154;UNUSED;###
7649;6;6;155;UNUSED;###
7650;6;6;156;UNUSED;###
7651;6;6;157;UNUSED;###
7652;6;6;158;UNUSED;###
7653;6;6;159;UNUSED;###
7654;6;6;160;UNUSED;###
7655;6;6;161;UNUSED;###
7656;6;6;162;UNUSED;###
7657;6;6;163;UNUSED;###
7658;6;6;164;UNUSED;###
7659;6;6;165;UNUSED;###
7660;6;6;166;UNUSED;###
7661;6;6;167;UNUSED;###
7662;6;6;168;UNUSED;###
7663;6;6;169;UNUSED;###
7664;6;6;170;UNUSED;###
7665;6;6;171;UNUSED;###
7666;6;6;172;UNUSED;###
7667;6;6;173;UNUSED;###
7668;6;6;174;UNUSED;###
7669;6;6;175;UNUSED;###
7670;6;6;176;UNUSED;###
7671;6;6;177;UNUSED;###
7672;6;6;178;UNUSED;###
7673;6;6;179;UNUSED;###
7674;6;6;180;UNUSED;###
7675;6;6;181;UNUSED;###
7676;6;6;182;UNUSED;###
7677;6;6;183;UNUSED;###
7678;6;6;184;UNUSED;###
7679;6;6;185;UNUSED;###
7680;6;6;186;UNUSED;###
7681;6;6;187;UNUSED;###
7682;6;6;188;UNUSED;###
7683;6;6;189;UNUSED;###
7684;6;6;190;UNUSED;###
7685;6;6;191;UNUSED;###
7686;6;6;192;UNUSED;###
7687;6;6;193;UNUSED;###
7688;6;6;194;UNUSED;###
7689;6;6;195;UNUSED;###
7690;6;6;196;UNUSED;###
7691;6;6;197;UNUSED;###
7692;6;6;198;UNUSED;###
7693;6;6;199;UNUSED;###
7694;6;6;200;UNUSED;###
7695;6;6;201;UNUSED;###
7696;6;6;202;UNUSED;###
7697;6;6;203;UNUSED;###
7698;6;6;204;UNUSED;###
7699;6;6;205;UNUSED;###
7700;50;50;24;Prizren;x
7701;50;50;99;Pec;x
7702;50;100;249;Pristina;x
7703;50;50;174;Samokov;x
7704;50;50;49;UNUSED;###
7705;50;50;124;Pirot;x
7706;50;50;199;Lovech;x
7707;50;50;74;Vratsa;x
7708;50;50;149;Bar;x
7709;50;50;224;Pljevlja;x
7710;50;100;24;Budimilja;x
7711;50;100;99;Vranje;x
7712;50;100;174;Ras;x
7713;4;4;196;UNUSED;###
7714;50;100;49;Sokokic;x
7715;50;100;124;Negotin;x
7716;50;100;199;UNUSED;###
7717;50;100;74;Uzice;x
7718;50;100;149;Belgrade;x
7719;50;100;224;UNUSED;###
7720;50;150;24;UNUSED;###
7721;50;150;99;Trebinje;x
7722;50;150;174;Hoca;x
7723;50;150;249;Duvno;x
7724;50;150;49;Srebrenica;x
7725;50;150;124;Tropolje;x
7726;50;150;199;UNUSED;###
7727;50;150;74;Lijevce;x
7728;50;150;149;Prijedor;x
7729;50;150;224;Bihac;x
7730;50;200;24;Makarska;x
7731;50;200;99;Brac;x
7732;50;200;174;Sibenik;x
7733;50;200;249;Knin;x
7734;50;200;49;Senj;x
7735;50;200;124;CresKrk;x
7736;50;200;199;Sisak;x
7737;50;200;74;UNUSED;###
7738;50;200;149;Pozega;x
7739;50;200;224;Vukovar;x
7740;100;50;24;Baksa;x
7741;100;50;99;Becej;x
7742;100;50;174;UNUSED;###
7743;100;50;249;Resita;x
7744;100;50;49;Lugoj;x
7745;100;50;124;Orsova;x
7746;100;50;199;Caransebes;x
7747;100;50;74;LofotenNorway;x
7748;100;50;149;Calafat;x
7749;100;50;224;TarguJiu;x
7750;100;150;24;Ramnicu;x
7751;100;150;99;Campulung;x
7752;100;150;174;Arges;x
7753;100;150;249;Slatina;x
7754;100;150;49;Turnu;x
7755;100;150;124;Ploesti;x
7756;100;150;199;Calarasi;x
7757;100;150;74;FlociSlobozia;x
7758;100;150;149;Braila;x
7759;100;150;224;MacinIssacea;x
7760;150;50;24;Koper;x
7761;150;50;99;InnerCarniola;x
7762;150;50;174;UpperCarniola;x
7763;150;50;249;UNUSED;###
7764;150;50;49;Prekmurje;x
7765;150;50;124;Harsovo;x
7766;150;50;199;Helsingborg;x
7767;150;50;74;Roskilde;x
7768;150;50;149;Kalundborg;x
7769;150;50;224;Randers;x
7770;150;100;24;Vejle;x
7771;150;100;99;Ringkobing;x
7772;150;100;174;Mandal;x
7773;150;100;249;Flensburg;x
7774;150;100;49;Tonder;x
7775;150;100;124;Rendsburg;x
7776;150;100;199;Itzehoe;x
7777;150;100;74;Pinneburg;x
7778;150;100;149;Trittau;x
7779;150;100;224;Eitau;x
7780;150;150;24;Tonsberg;x
7781;150;150;99;Solor;x
7782;150;150;174;Nadenes;x
7783;150;150;249;Buskerud;x
7784;150;150;49;Telemark;x
7785;150;150;124;Hardanger;x
7786;150;150;199;Luster;x
7787;150;150;74;Romsdal;x
7788;150;150;149;Steinkjer;x
7789;150;150;224;Salten;x
7790;150;200;24;Finnveden;x
7791;150;200;99;Bogesund;x
7792;150;200;174;Tjust;x
7793;150;200;249;Linkoping;x
7794;150;200;49;Lindesas;x
7795;150;200;124;BrooKristinehamn;x
7796;150;200;199;Herjedalen;x
7797;150;200;74;Halsingland;x
7798;150;200;149;Medelpad;x
7799;150;200;224;Norrbotten;x
7800;200;50;24;Tornio;x
7801;200;50;99;Kokkola;x
7802;200;50;174;Rovaniemi;x
7803;200;50;249;Jyvaskyla;x
7804;200;50;49;Kuopio;x
7805;200;50;124;Lahti;x
7806;200;50;199;Jaaski;x
7807;200;50;74;Porvoo;x
7808;200;50;149;LadogaKarelia;x
7809;200;50;224;Lister;x
7810;200;150;24;Marschvogtei;x
7811;200;150;99;Schwerin;x
7812;200;150;174;Parchim;x
7813;200;150;249;Gustrow;x
7814;200;150;49;UNUSED;###
7815;200;150;124;Anklam;x
7816;200;150;199;Usedom;x
7817;200;150;74;Locknitz;x
7818;200;150;149;KamminPomerania;x
7819;200;150;224;Pyritz;x
7820;50;50;23;UNUSED;###
7821;50;50;98;Zantoch;x
7822;50;50;173;UNUSED;###
7823;5;5;100;Belgard;x
7824;50;50;48;Schlawe;x
7825;50;50;123;LauenburgPomerelia;x
7826;50;50;198;Butow;x
7827;50;50;73;Schlochau;x
7828;50;50;148;Putzig;x
7829;50;50;223;Marienwerder;x
7830;50;100;23;Loebau;x
7831;50;100;98;Ortelsburg;x
7832;50;100;173;Rhein;x
7833;50;100;248;Sambia;x
7834;50;100;48;Tapiau;x
7835;50;100;123;Angerburg;x
7836;50;100;198;Georgenburg;x
7837;50;100;73;Ragnit;x
7838;50;100;148;Grobin;x
7839;50;100;223;Windau;x
7840;50;150;23;Kandau;x
7841;50;150;98;Bauska;x
7842;50;150;173;Greifswaldii;x
7843;50;150;248;WendenTreiden;x
7844;50;150;48;Kokenhusen;x
7845;50;150;123;Ronneburg;x
7846;50;150;198;Rositten;x
7847;50;150;73;Marienhausen;x
7848;50;150;148;MarienburgLivonia;x
7849;50;150;223;Wolmar;x
7850;50;200;23;NewPernau;x
7851;50;200;98;Ugandi;x
7852;50;200;173;Oberpahlen;x
7853;50;200;248;Wesenberg;x
7854;50;200;48;Hasenpoth;x
7855;50;200;123;Jerwen;x
7856;50;200;198;Rappel;x
7857;50;200;73;Hapsal;x
7858;50;200;148;Glubokoye;x
7859;50;200;223;Telsiai;x
7860;100;50;23;Siauliai;x
7861;100;50;98;Ukmerge;x
7862;100;50;173;Bartenstein;x
7863;100;50;248;Dalarna;x
7864;100;50;48;Kuolajarvi;x
7865;100;50;123;Padany;x
7866;100;50;198;SumaKarelia;x
7867;100;50;73;Oshta;x
